-0.22
-0.16
0.10
0.28
0.16
-0.07
0.21
-0.18
-0.11
-0.05
-0.14
0.33
0.03
0.13
0.26
0.05
-0.04
-0.04
-0.17
0.27
0.28
0.23
-0.22
0.09
-0.36
-0.07
0.08
-0.19
0.09
-0.18
0.15
-0.04
-0.05
0.09
0.21
-0.21
-0.39
-0.15
0.14
0.01
0.05
0.33
-0.19
0.18
-0.02
-0.06
-0.27
-0.37
0.26
-0.26
-0.35
0.16
0.29
0.15
-0.06
0.29
-0.10
-0.18
0.07
0.13
0.13
0.11
0.14
-0.07
0.08
0.14
-0.07
-0.00
-0.17
-0.09
0.26
0.54
-0.06
0.12
0.34
0.17
-0.05
-0.11
0.09
0.26
0.17
-0.02
-0.23
0.37
-0.00
-0.00
-0.21
0.06
-0.39
-0.19
-0.18
0.13
-0.10
0.06
0.13
0.26
0.03
0.20
-0.15
0.20
