asset_prices,C|L|5000|60|5,C|S|5500|60|5,P|L|5500|60|5,P|S|5000|60|5
5580.37,2901.86,-401.86,0.00,-0.00
4571.42,0.00,-0.00,4642.90,-2142.90
5433.23,2166.14,-0.00,333.86,-0.00
5644.05,3220.24,-720.24,0.00,-0.00
5110.70,553.49,-0.00,1946.51,-0.00
5053.79,268.97,-0.00,2231.03,-0.00
6345.58,6727.91,-4227.91,0.00,-0.00
4751.05,0.00,-0.00,3744.77,-1244.77
5500.99,2504.96,-4.96,0.00,-0.00
4866.81,0.00,-0.00,3165.93,-665.93
4817.12,0.00,-0.00,3414.42,-914.42
5302.40,1511.98,-0.00,988.02,-0.00
6604.61,8023.06,-5523.06,0.00,-0.00
5484.14,2420.72,-0.00,79.28,-0.00
5253.85,1269.23,-0.00,1230.77,-0.00
4785.10,0.00,-0.00,3574.51,-1074.51
5571.64,2858.18,-358.18,0.00,-0.00
5164.32,821.60,-0.00,1678.40,-0.00
5478.05,2390.24,-0.00,109.76,-0.00
4944.98,0.00,-0.00,2775.08,-275.08
4525.67,0.00,-0.00,4871.64,-2371.64
5026.51,132.56,-0.00,2367.44,-0.00
6090.53,5452.66,-2952.66,0.00,-0.00
4981.68,0.00,-0.00,2591.61,-91.61
5028.28,141.42,-0.00,2358.58,-0.00
5096.02,480.11,-0.00,2019.89,-0.00
5099.70,498.48,-0.00,2001.52,-0.00
4920.14,0.00,-0.00,2899.28,-399.28
5123.66,618.29,-0.00,1881.71,-0.00
5498.78,2493.89,-0.00,6.11,-0.00
5608.96,3044.80,-544.80,0.00,-0.00
5232.81,1164.07,-0.00,1335.93,-0.00
4572.21,0.00,-0.00,4638.95,-2138.95
6143.54,5717.72,-3217.72,0.00,-0.00
4846.32,0.00,-0.00,3268.38,-768.38
4844.42,0.00,-0.00,3277.90,-777.90
4771.50,0.00,-0.00,3642.50,-1142.50
4022.85,0.00,-0.00,7385.76,-4885.76
5011.09,55.46,-0.00,2444.54,-0.00
4809.11,0.00,-0.00,3454.45,-954.45
5431.68,2158.39,-0.00,341.61,-0.00
5005.23,26.17,-0.00,2473.83,-0.00
5281.16,1405.78,-0.00,1094.22,-0.00
5408.03,2040.17,-0.00,459.83,-0.00
4954.50,0.00,-0.00,2727.48,-227.48
5362.34,1811.68,-0.00,688.32,-0.00
4511.90,0.00,-0.00,4940.52,-2440.52
5009.07,45.36,-0.00,2454.64,-0.00
5185.98,929.88,-0.00,1570.12,-0.00
4579.44,0.00,-0.00,4602.81,-2102.81
4669.34,0.00,-0.00,4153.31,-1653.31
4899.82,0.00,-0.00,3000.88,-500.88
5221.54,1107.72,-0.00,1392.28,-0.00
5141.31,706.57,-0.00,1793.43,-0.00
4629.50,0.00,-0.00,4352.49,-1852.49
4867.45,0.00,-0.00,3162.75,-662.75
4700.34,0.00,-0.00,3998.29,-1498.29
4918.55,0.00,-0.00,2907.24,-407.24
5245.18,1225.89,-0.00,1274.11,-0.00
5128.52,642.61,-0.00,1857.39,-0.00
4727.02,0.00,-0.00,3864.90,-1364.90
5051.06,255.28,-0.00,2244.72,-0.00
4794.11,0.00,-0.00,3529.47,-1029.47
4652.20,0.00,-0.00,4239.01,-1739.01
4433.49,0.00,-0.00,5332.53,-2832.53
4848.59,0.00,-0.00,3257.07,-757.07
5310.97,1554.87,-0.00,945.13,-0.00
4942.18,0.00,-0.00,2789.08,-289.08
5026.19,130.97,-0.00,2369.03,-0.00
5256.46,1282.32,-0.00,1217.68,-0.00
5030.83,154.17,-0.00,2345.83,-0.00
5302.71,1513.55,-0.00,986.45,-0.00
4648.73,0.00,-0.00,4256.34,-1756.34
4854.00,0.00,-0.00,3229.99,-729.99
5133.14,665.72,-0.00,1834.28,-0.00
5430.09,2150.46,-0.00,349.54,-0.00
4804.58,0.00,-0.00,3477.09,-977.09
5006.08,30.41,-0.00,2469.59,-0.00
5023.11,115.55,-0.00,2384.45,-0.00
4678.51,0.00,-0.00,4107.44,-1607.44
4160.44,0.00,-0.00,6697.78,-4197.78
5175.81,879.07,-0.00,1620.93,-0.00
5192.99,964.95,-0.00,1535.05,-0.00
5114.98,574.90,-0.00,1925.10,-0.00
4385.72,0.00,-0.00,5571.39,-3071.39
4642.85,0.00,-0.00,4285.75,-1785.75
4776.24,0.00,-0.00,3618.79,-1118.79
5271.26,1356.32,-0.00,1143.68,-0.00
4310.64,0.00,-0.00,5946.80,-3446.80
4494.50,0.00,-0.00,5027.51,-2527.51
4945.71,0.00,-0.00,2771.45,-271.45
4767.75,0.00,-0.00,3661.23,-1161.23
5595.03,2975.15,-475.15,0.00,-0.00
4690.06,0.00,-0.00,4049.71,-1549.71
5094.91,474.57,-0.00,2025.43,-0.00
5391.28,1956.41,-0.00,543.59,-0.00
5194.08,970.42,-0.00,1529.58,-0.00
4448.61,0.00,-0.00,5256.97,-2756.97
5352.34,1761.70,-0.00,738.30,-0.00
4536.32,0.00,-0.00,4818.40,-2318.40
5027.56,137.78,-0.00,2362.22,-0.00
4925.57,0.00,-0.00,2872.14,-372.14
4583.87,0.00,-0.00,4580.65,-2080.65
5644.45,3222.24,-722.24,0.00,-0.00
4685.20,0.00,-0.00,4074.02,-1574.02
5381.81,1909.07,-0.00,590.93,-0.00
5340.13,1700.63,-0.00,799.37,-0.00
5841.25,4206.23,-1706.23,0.00,-0.00
5315.17,1575.87,-0.00,924.13,-0.00
5461.84,2309.21,-0.00,190.79,-0.00
4817.25,0.00,-0.00,3413.73,-913.73
4463.21,0.00,-0.00,5183.96,-2683.96
5833.78,4168.92,-1668.92,0.00,-0.00
4295.66,0.00,-0.00,6021.71,-3521.71
4958.62,0.00,-0.00,2706.92,-206.92
4757.12,0.00,-0.00,3714.39,-1214.39
5060.25,301.25,-0.00,2198.75,-0.00
5282.23,1411.17,-0.00,1088.83,-0.00
5082.67,413.36,-0.00,2086.64,-0.00
5357.91,1789.57,-0.00,710.43,-0.00
5288.39,1441.96,-0.00,1058.04,-0.00
5151.63,758.15,-0.00,1741.85,-0.00
5559.88,2799.42,-299.42,0.00,-0.00
5204.62,1023.09,-0.00,1476.91,-0.00
4710.37,0.00,-0.00,3948.16,-1448.16
4929.05,0.00,-0.00,2854.77,-354.77
5085.76,428.79,-0.00,2071.21,-0.00
4562.08,0.00,-0.00,4689.60,-2189.60
5760.47,3802.36,-1302.36,0.00,-0.00
5176.18,880.89,-0.00,1619.11,-0.00
5191.11,955.54,-0.00,1544.46,-0.00
4379.11,0.00,-0.00,5604.43,-3104.43
5160.43,802.17,-0.00,1697.83,-0.00
4564.24,0.00,-0.00,4678.80,-2178.80
4843.88,0.00,-0.00,3280.61,-780.61
5118.93,594.65,-0.00,1905.35,-0.00
5077.74,388.72,-0.00,2111.28,-0.00
4810.17,0.00,-0.00,3449.17,-949.17
4760.26,0.00,-0.00,3698.68,-1198.68
4765.09,0.00,-0.00,3674.56,-1174.56
4953.08,0.00,-0.00,2734.58,-234.58
4758.25,0.00,-0.00,3708.73,-1208.73
4839.93,0.00,-0.00,3300.37,-800.37
5183.41,917.07,-0.00,1582.93,-0.00
4390.45,0.00,-0.00,5547.74,-3047.74
6180.49,5902.47,-3402.47,0.00,-0.00
4680.21,0.00,-0.00,4098.93,-1598.93
4894.53,0.00,-0.00,3027.33,-527.33
5697.83,3489.15,-989.15,0.00,-0.00
4463.68,0.00,-0.00,5181.62,-2681.62
4312.42,0.00,-0.00,5937.89,-3437.89
4552.38,0.00,-0.00,4738.11,-2238.11
5629.86,3149.32,-649.32,0.00,-0.00
5548.46,2742.28,-242.28,0.00,-0.00
4298.59,0.00,-0.00,6007.07,-3507.07
4602.55,0.00,-0.00,4487.23,-1987.23
4942.47,0.00,-0.00,2787.67,-287.67
4703.55,0.00,-0.00,3982.23,-1482.23
5235.50,1177.50,-0.00,1322.50,-0.00
4122.88,0.00,-0.00,6885.59,-4385.59
4891.76,0.00,-0.00,3041.18,-541.18
4800.25,0.00,-0.00,3498.74,-998.74
5599.29,2996.43,-496.43,0.00,-0.00
5969.19,4845.94,-2345.94,0.00,-0.00
4177.01,0.00,-0.00,6614.97,-4114.97
5707.85,3539.26,-1039.26,0.00,-0.00
4522.78,0.00,-0.00,4886.11,-2386.11
5467.97,2339.83,-0.00,160.17,-0.00
4700.63,0.00,-0.00,3996.85,-1496.85
5021.46,107.32,-0.00,2392.68,-0.00
5721.98,3609.92,-1109.92,0.00,-0.00
5226.27,1131.36,-0.00,1368.64,-0.00
5201.86,1009.28,-0.00,1490.72,-0.00
5225.75,1128.75,-0.00,1371.25,-0.00
4763.25,0.00,-0.00,3683.73,-1183.73
6000.85,5004.23,-2504.23,0.00,-0.00
4644.28,0.00,-0.00,4278.60,-1778.60
5432.12,2160.60,-0.00,339.40,-0.00
6041.65,5208.25,-2708.25,0.00,-0.00
5440.57,2202.86,-0.00,297.14,-0.00
5143.46,717.32,-0.00,1782.68,-0.00
5280.34,1401.71,-0.00,1098.29,-0.00
5017.57,87.87,-0.00,2412.13,-0.00
4532.78,0.00,-0.00,4836.08,-2336.08
4770.25,0.00,-0.00,3648.73,-1148.73
5436.43,2182.14,-0.00,317.86,-0.00
6039.65,5198.24,-2698.24,0.00,-0.00
5313.08,1565.40,-0.00,934.60,-0.00
4679.05,0.00,-0.00,4104.77,-1604.77
5418.03,2090.17,-0.00,409.83,-0.00
5040.02,200.12,-0.00,2299.88,-0.00
4597.23,0.00,-0.00,4513.84,-2013.84
5410.79,2053.97,-0.00,446.03,-0.00
4802.58,0.00,-0.00,3487.09,-987.09
5151.66,758.29,-0.00,1741.71,-0.00
5448.78,2243.92,-0.00,256.08,-0.00
4949.57,0.00,-0.00,2752.16,-252.16
5078.35,391.76,-0.00,2108.24,-0.00
5022.54,112.71,-0.00,2387.29,-0.00
4730.22,0.00,-0.00,3848.92,-1348.92
5098.73,493.63,-0.00,2006.37,-0.00
5076.76,383.80,-0.00,2116.20,-0.00
5046.41,232.04,-0.00,2267.96,-0.00
4568.18,0.00,-0.00,4659.11,-2159.11
4627.47,0.00,-0.00,4362.63,-1862.63
5224.48,1122.40,-0.00,1377.60,-0.00
4973.76,0.00,-0.00,2631.22,-131.22
4939.36,0.00,-0.00,2803.18,-303.18
5309.37,1546.85,-0.00,953.15,-0.00
5023.89,119.47,-0.00,2380.53,-0.00
5031.52,157.58,-0.00,2342.42,-0.00
4737.53,0.00,-0.00,3812.34,-1312.34
4862.09,0.00,-0.00,3189.56,-689.56
5879.40,4397.00,-1897.00,0.00,-0.00
5884.02,4420.10,-1920.10,0.00,-0.00
6381.56,6907.81,-4407.81,0.00,-0.00
4993.68,0.00,-0.00,2531.60,-31.60
5760.52,3802.60,-1302.60,0.00,-0.00
5187.25,936.26,-0.00,1563.74,-0.00
4303.09,0.00,-0.00,5984.56,-3484.56
4774.61,0.00,-0.00,3626.95,-1126.95
5160.38,801.90,-0.00,1698.10,-0.00
4572.45,0.00,-0.00,4637.76,-2137.76
5395.58,1977.90,-0.00,522.10,-0.00
4749.00,0.00,-0.00,3755.00,-1255.00
4402.50,0.00,-0.00,5487.51,-2987.51
5562.14,2810.71,-310.71,0.00,-0.00
5306.03,1530.13,-0.00,969.87,-0.00
4173.00,0.00,-0.00,6635.00,-4135.00
5435.96,2179.81,-0.00,320.19,-0.00
5431.89,2159.45,-0.00,340.55,-0.00
5199.97,999.84,-0.00,1500.16,-0.00
5027.26,136.32,-0.00,2363.68,-0.00
4393.17,0.00,-0.00,5534.17,-3034.17
4497.80,0.00,-0.00,5011.02,-2511.02
5952.62,4763.11,-2263.11,0.00,-0.00
5388.67,1943.37,-0.00,556.63,-0.00
4338.15,0.00,-0.00,5809.27,-3309.27
4256.52,0.00,-0.00,6217.42,-3717.42
5581.33,2906.63,-406.63,0.00,-0.00
4927.24,0.00,-0.00,2863.80,-363.80
5792.97,3964.85,-1464.85,0.00,-0.00
5623.17,3115.85,-615.85,0.00,-0.00
4472.79,0.00,-0.00,5136.06,-2636.06
5284.43,1422.16,-0.00,1077.84,-0.00
5628.89,3144.45,-644.45,0.00,-0.00
4287.31,0.00,-0.00,6063.44,-3563.44
4831.25,0.00,-0.00,3343.73,-843.73
4773.32,0.00,-0.00,3633.42,-1133.42
4906.04,0.00,-0.00,2969.80,-469.80
4766.46,0.00,-0.00,3667.70,-1167.70
4411.80,0.00,-0.00,5441.00,-2941.00
5836.71,4183.53,-1683.53,0.00,-0.00
5416.15,2080.74,-0.00,419.26,-0.00
5052.06,260.31,-0.00,2239.69,-0.00
5341.51,1707.56,-0.00,792.44,-0.00
5516.79,2583.94,-83.94,0.00,-0.00
5055.00,275.00,-0.00,2225.00,-0.00
4792.98,0.00,-0.00,3535.10,-1035.10
4978.64,0.00,-0.00,2606.80,-106.80
5357.34,1786.70,-0.00,713.30,-0.00
5048.71,243.54,-0.00,2256.46,-0.00
4861.41,0.00,-0.00,3192.95,-692.95
4786.51,0.00,-0.00,3567.46,-1067.46
4556.05,0.00,-0.00,4719.73,-2219.73
5159.81,799.05,-0.00,1700.95,-0.00
5025.08,125.42,-0.00,2374.58,-0.00
4963.30,0.00,-0.00,2683.49,-183.49
5745.65,3728.25,-1228.25,0.00,-0.00
4403.29,0.00,-0.00,5483.57,-2983.57
5453.87,2269.33,-0.00,230.67,-0.00
4417.95,0.00,-0.00,5410.23,-2910.23
4885.66,0.00,-0.00,3071.69,-571.69
4938.58,0.00,-0.00,2807.11,-307.11
4429.64,0.00,-0.00,5351.79,-2851.79
4741.09,0.00,-0.00,3794.54,-1294.54
5197.53,987.66,-0.00,1512.34,-0.00
5614.21,3071.04,-571.04,0.00,-0.00
4845.92,0.00,-0.00,3270.38,-770.38
4648.35,0.00,-0.00,4258.24,-1758.24
4893.31,0.00,-0.00,3033.45,-533.45
5228.31,1141.53,-0.00,1358.47,-0.00
5252.77,1263.85,-0.00,1236.15,-0.00
4655.19,0.00,-0.00,4224.04,-1724.04
4760.86,0.00,-0.00,3695.68,-1195.68
4707.91,0.00,-0.00,3960.44,-1460.44
4573.26,0.00,-0.00,4633.71,-2133.71
5789.36,3946.82,-1446.82,0.00,-0.00
5108.54,542.72,-0.00,1957.28,-0.00
4801.77,0.00,-0.00,3491.13,-991.13
5537.35,2686.75,-186.75,0.00,-0.00
4933.81,0.00,-0.00,2830.93,-330.93
4963.75,0.00,-0.00,2681.24,-181.24
5447.32,2236.62,-0.00,263.38,-0.00
5094.42,472.08,-0.00,2027.92,-0.00
4820.44,0.00,-0.00,3397.81,-897.81
4451.02,0.00,-0.00,5244.91,-2744.91
4407.54,0.00,-0.00,5462.32,-2962.32
5087.10,435.50,-0.00,2064.50,-0.00
5531.15,2655.74,-155.74,0.00,-0.00
4966.14,0.00,-0.00,2669.28,-169.28
5449.21,2246.05,-0.00,253.95,-0.00
5562.60,2812.99,-312.99,0.00,-0.00
4800.05,0.00,-0.00,3499.73,-999.73
5895.78,4478.90,-1978.90,0.00,-0.00
4439.94,0.00,-0.00,5300.30,-2800.30
5447.31,2236.54,-0.00,263.46,-0.00
4965.25,0.00,-0.00,2673.75,-173.75
5228.71,1143.55,-0.00,1356.45,-0.00
4772.69,0.00,-0.00,3636.55,-1136.55
5212.67,1063.37,-0.00,1436.63,-0.00
4767.52,0.00,-0.00,3662.38,-1162.38
5568.21,2841.04,-341.04,0.00,-0.00
4329.67,0.00,-0.00,5851.65,-3351.65
5010.85,54.27,-0.00,2445.73,-0.00
5411.87,2059.35,-0.00,440.65,-0.00
4506.64,0.00,-0.00,4966.81,-2466.81
6079.76,5398.80,-2898.80,0.00,-0.00
4146.24,0.00,-0.00,6768.81,-4268.81
5540.49,2702.47,-202.47,0.00,-0.00
5095.65,478.23,-0.00,2021.77,-0.00
4448.44,0.00,-0.00,5257.81,-2757.81
4863.64,0.00,-0.00,3181.78,-681.78
5259.66,1298.29,-0.00,1201.71,-0.00
5255.86,1279.31,-0.00,1220.69,-0.00
5134.16,670.80,-0.00,1829.20,-0.00
5267.34,1336.71,-0.00,1163.29,-0.00
5777.48,3887.42,-1387.42,0.00,-0.00
5753.80,3768.98,-1268.98,0.00,-0.00
4260.48,0.00,-0.00,6197.60,-3697.60
4503.50,0.00,-0.00,4982.50,-2482.50
4973.22,0.00,-0.00,2633.91,-133.91
5535.90,2679.50,-179.50,0.00,-0.00
5257.12,1285.61,-0.00,1214.39,-0.00
5633.33,3166.67,-666.67,0.00,-0.00
4826.68,0.00,-0.00,3366.62,-866.62
5352.38,1761.90,-0.00,738.10,-0.00
5152.39,761.94,-0.00,1738.06,-0.00
5558.21,2791.06,-291.06,0.00,-0.00
4951.46,0.00,-0.00,2742.72,-242.72
4830.79,0.00,-0.00,3346.03,-846.03
4680.49,0.00,-0.00,4097.53,-1597.53
5433.71,2168.56,-0.00,331.44,-0.00
5883.43,4417.14,-1917.14,0.00,-0.00
5560.60,2803.02,-303.02,0.00,-0.00
5201.67,1008.36,-0.00,1491.64,-0.00
4778.94,0.00,-0.00,3605.31,-1105.31
4668.20,0.00,-0.00,4159.00,-1659.00
6298.82,6494.08,-3994.08,0.00,-0.00
4969.51,0.00,-0.00,2652.45,-152.45
5210.19,1050.94,-0.00,1449.06,-0.00
4763.26,0.00,-0.00,3683.71,-1183.71
5171.19,855.97,-0.00,1644.03,-0.00
4526.40,0.00,-0.00,4868.01,-2368.01
4822.05,0.00,-0.00,3389.76,-889.76
4796.78,0.00,-0.00,3516.09,-1016.09
4656.04,0.00,-0.00,4219.80,-1719.80
4738.28,0.00,-0.00,3808.62,-1308.62
5448.26,2241.29,-0.00,258.71,-0.00
5252.74,1263.72,-0.00,1236.28,-0.00
5323.72,1618.61,-0.00,881.39,-0.00
4479.94,0.00,-0.00,5100.29,-2600.29
4047.86,0.00,-0.00,7260.71,-4760.71
4687.83,0.00,-0.00,4060.87,-1560.87
5526.92,2634.59,-134.59,0.00,-0.00
4371.98,0.00,-0.00,5640.10,-3140.10
5512.69,2563.43,-63.43,0.00,-0.00
5562.69,2813.44,-313.44,0.00,-0.00
5352.85,1764.25,-0.00,735.75,-0.00
4870.29,0.00,-0.00,3148.57,-648.57
4891.29,0.00,-0.00,3043.56,-543.56
5410.06,2050.28,-0.00,449.72,-0.00
5214.59,1072.93,-0.00,1427.07,-0.00
4677.96,0.00,-0.00,4110.21,-1610.21
6000.51,5002.56,-2502.56,0.00,-0.00
5099.71,498.57,-0.00,2001.43,-0.00
5565.03,2825.16,-325.16,0.00,-0.00
4821.37,0.00,-0.00,3393.17,-893.17
5763.26,3816.31,-1316.31,0.00,-0.00
4401.99,0.00,-0.00,5490.07,-2990.07
4841.07,0.00,-0.00,3294.67,-794.67
5065.43,327.14,-0.00,2172.86,-0.00
5561.78,2808.90,-308.90,0.00,-0.00
5526.84,2634.21,-134.21,0.00,-0.00
4708.11,0.00,-0.00,3959.43,-1459.43
4569.96,0.00,-0.00,4650.18,-2150.18
4797.73,0.00,-0.00,3511.34,-1011.34
4210.65,0.00,-0.00,6446.77,-3946.77
5366.33,1831.66,-0.00,668.34,-0.00
5625.94,3129.69,-629.69,0.00,-0.00
5561.68,2808.40,-308.40,0.00,-0.00
5470.92,2354.61,-0.00,145.39,-0.00
5672.76,3363.80,-863.80,0.00,-0.00
4753.06,0.00,-0.00,3734.69,-1234.69
5135.22,676.09,-0.00,1823.91,-0.00
5152.69,763.46,-0.00,1736.54,-0.00
4718.94,0.00,-0.00,3905.28,-1405.28
4841.92,0.00,-0.00,3290.38,-790.38
5596.84,2984.21,-484.21,0.00,-0.00
4832.01,0.00,-0.00,3339.95,-839.95
5158.91,794.56,-0.00,1705.44,-0.00
4360.32,0.00,-0.00,5698.42,-3198.42
4952.30,0.00,-0.00,2738.49,-238.49
5318.31,1591.53,-0.00,908.47,-0.00
4440.88,0.00,-0.00,5295.61,-2795.61
5924.18,4620.92,-2120.92,0.00,-0.00
5438.27,2191.36,-0.00,308.64,-0.00
4574.62,0.00,-0.00,4626.90,-2126.90
5538.11,2690.56,-190.56,0.00,-0.00
5368.92,1844.59,-0.00,655.41,-0.00
5258.35,1291.77,-0.00,1208.23,-0.00
5190.58,952.90,-0.00,1547.10,-0.00
4290.90,0.00,-0.00,6045.50,-3545.50
5268.48,1342.41,-0.00,1157.59,-0.00
5254.47,1272.34,-0.00,1227.66,-0.00
5018.59,92.93,-0.00,2407.07,-0.00
4625.45,0.00,-0.00,4372.77,-1872.77
4914.82,0.00,-0.00,2925.88,-425.88
5485.48,2427.39,-0.00,72.61,-0.00
5575.17,2875.83,-375.83,0.00,-0.00
5830.31,4151.54,-1651.54,0.00,-0.00
4117.92,0.00,-0.00,6910.38,-4410.38
4586.86,0.00,-0.00,4565.69,-2065.69
4767.85,0.00,-0.00,3660.75,-1160.75
4771.01,0.00,-0.00,3644.94,-1144.94
5522.68,2613.42,-113.42,0.00,-0.00
4449.33,0.00,-0.00,5253.34,-2753.34
5584.93,2924.63,-424.63,0.00,-0.00
5974.53,4872.63,-2372.63,0.00,-0.00
5116.59,582.95,-0.00,1917.05,-0.00
5011.04,55.20,-0.00,2444.80,-0.00
5483.38,2416.92,-0.00,83.08,-0.00
5370.43,1852.14,-0.00,647.86,-0.00
5114.96,574.79,-0.00,1925.21,-0.00
4942.52,0.00,-0.00,2787.40,-287.40
4981.65,0.00,-0.00,2591.76,-91.76
5419.83,2099.14,-0.00,400.86,-0.00
5107.28,536.42,-0.00,1963.58,-0.00
5172.12,860.61,-0.00,1639.39,-0.00
4202.31,0.00,-0.00,6488.43,-3988.43
4465.71,0.00,-0.00,5171.47,-2671.47
5001.68,8.42,-0.00,2491.58,-0.00
4870.88,0.00,-0.00,3145.58,-645.58
5238.46,1192.31,-0.00,1307.69,-0.00
4978.95,0.00,-0.00,2605.25,-105.25
4902.96,0.00,-0.00,2985.19,-485.19
4969.89,0.00,-0.00,2650.55,-150.55
5068.43,342.14,-0.00,2157.86,-0.00
6036.62,5183.08,-2683.08,0.00,-0.00
4182.56,0.00,-0.00,6587.20,-4087.20
5265.86,1329.32,-0.00,1170.68,-0.00
5009.96,49.82,-0.00,2450.18,-0.00
5724.19,3620.96,-1120.96,0.00,-0.00
5460.13,2300.65,-0.00,199.35,-0.00
5102.62,513.11,-0.00,1986.89,-0.00
5021.66,108.29,-0.00,2391.71,-0.00
4594.86,0.00,-0.00,4525.71,-2025.71
5300.88,1504.40,-0.00,995.60,-0.00
5053.77,268.84,-0.00,2231.16,-0.00
5097.42,487.11,-0.00,2012.89,-0.00
4546.91,0.00,-0.00,4765.43,-2265.43
5342.42,1712.12,-0.00,787.88,-0.00
4738.12,0.00,-0.00,3809.39,-1309.39
5642.23,3211.13,-711.13,0.00,-0.00
6168.12,5840.59,-3340.59,0.00,-0.00
5221.53,1107.67,-0.00,1392.33,-0.00
5090.66,453.28,-0.00,2046.72,-0.00
5339.38,1696.90,-0.00,803.10,-0.00
4053.07,0.00,-0.00,7234.66,-4734.66
5215.76,1078.82,-0.00,1421.18,-0.00
5193.85,969.26,-0.00,1530.74,-0.00
5148.40,741.99,-0.00,1758.01,-0.00
5430.69,2153.46,-0.00,346.54,-0.00
4610.15,0.00,-0.00,4449.23,-1949.23
5219.46,1097.32,-0.00,1402.68,-0.00
4939.10,0.00,-0.00,2804.49,-304.49
5558.23,2791.15,-291.15,0.00,-0.00
4887.86,0.00,-0.00,3060.68,-560.68
4973.24,0.00,-0.00,2633.79,-133.79
5485.44,2427.19,-0.00,72.81,-0.00
5345.70,1728.48,-0.00,771.52,-0.00
4533.06,0.00,-0.00,4834.68,-2334.68
5098.66,493.31,-0.00,2006.69,-0.00
5353.90,1769.50,-0.00,730.50,-0.00
6052.95,5264.75,-2764.75,0.00,-0.00
4653.10,0.00,-0.00,4234.48,-1734.48
5042.15,210.75,-0.00,2289.25,-0.00
5337.35,1686.73,-0.00,813.27,-0.00
5264.18,1320.90,-0.00,1179.10,-0.00
5149.61,748.07,-0.00,1751.93,-0.00
5642.55,3212.76,-712.76,0.00,-0.00
4429.36,0.00,-0.00,5353.20,-2853.20
5088.60,443.02,-0.00,2056.98,-0.00
4474.49,0.00,-0.00,5127.56,-2627.56
4807.36,0.00,-0.00,3463.20,-963.20
4705.89,0.00,-0.00,3970.53,-1470.53
4481.49,0.00,-0.00,5092.53,-2592.53
5787.27,3936.36,-1436.36,0.00,-0.00
5091.00,454.99,-0.00,2045.01,-0.00
5259.08,1295.38,-0.00,1204.62,-0.00
5069.82,349.10,-0.00,2150.90,-0.00
4982.41,0.00,-0.00,2587.97,-87.97
4446.59,0.00,-0.00,5267.03,-2767.03
5246.80,1234.01,-0.00,1265.99,-0.00
5243.63,1218.13,-0.00,1281.87,-0.00
4600.09,0.00,-0.00,4499.53,-1999.53
5314.04,1570.18,-0.00,929.82,-0.00
5574.09,2870.47,-370.47,0.00,-0.00
5658.70,3293.52,-793.52,0.00,-0.00
5176.89,884.43,-0.00,1615.57,-0.00
5719.71,3598.54,-1098.54,0.00,-0.00
5099.42,497.09,-0.00,2002.91,-0.00
5662.84,3314.18,-814.18,0.00,-0.00
4838.68,0.00,-0.00,3306.59,-806.59
4991.11,0.00,-0.00,2544.46,-44.46
4902.71,0.00,-0.00,2986.46,-486.46
5144.68,723.38,-0.00,1776.62,-0.00
5062.17,310.87,-0.00,2189.13,-0.00
4786.89,0.00,-0.00,3565.53,-1065.53
4775.86,0.00,-0.00,3620.71,-1120.71
5053.51,267.53,-0.00,2232.47,-0.00
5409.25,2046.24,-0.00,453.76,-0.00
4857.16,0.00,-0.00,3214.18,-714.18
4785.78,0.00,-0.00,3571.11,-1071.11
4589.50,0.00,-0.00,4552.51,-2052.51
4689.67,0.00,-0.00,4051.65,-1551.65
4691.73,0.00,-0.00,4041.36,-1541.36
4965.73,0.00,-0.00,2671.36,-171.36
4449.68,0.00,-0.00,5251.62,-2751.62
5062.26,311.28,-0.00,2188.72,-0.00
4572.75,0.00,-0.00,4636.25,-2136.25
5127.82,639.09,-0.00,1860.91,-0.00
5024.86,124.32,-0.00,2375.68,-0.00
5487.56,2437.78,-0.00,62.22,-0.00
4749.77,0.00,-0.00,3751.16,-1251.16
4390.40,0.00,-0.00,5547.98,-3047.98
5138.24,691.21,-0.00,1808.79,-0.00
5316.14,1580.71,-0.00,919.29,-0.00
4629.40,0.00,-0.00,4353.00,-1853.00
5294.32,1471.58,-0.00,1028.42,-0.00
4906.68,0.00,-0.00,2966.61,-466.61
5068.28,341.38,-0.00,2158.62,-0.00
5311.89,1559.47,-0.00,940.53,-0.00
5556.14,2780.70,-280.70,0.00,-0.00
4688.35,0.00,-0.00,4058.27,-1558.27
4375.65,0.00,-0.00,5621.75,-3121.75
5062.15,310.77,-0.00,2189.23,-0.00
5216.21,1081.05,-0.00,1418.95,-0.00
5297.63,1488.15,-0.00,1011.85,-0.00
4251.41,0.00,-0.00,6242.94,-3742.94
4700.74,0.00,-0.00,3996.32,-1496.32
4459.91,0.00,-0.00,5200.43,-2700.43
5190.03,950.13,-0.00,1549.87,-0.00
5438.07,2190.34,-0.00,309.66,-0.00
4603.56,0.00,-0.00,4482.22,-1982.22
5358.21,1791.04,-0.00,708.96,-0.00
5197.56,987.79,-0.00,1512.21,-0.00
5116.46,582.31,-0.00,1917.69,-0.00
4887.25,0.00,-0.00,3063.74,-563.74
4938.94,0.00,-0.00,2805.28,-305.28
5434.79,2173.95,-0.00,326.05,-0.00
5413.75,2068.74,-0.00,431.26,-0.00
4979.19,0.00,-0.00,2604.03,-104.03
5240.47,1202.37,-0.00,1297.63,-0.00
4823.63,0.00,-0.00,3381.85,-881.85
5098.94,494.71,-0.00,2005.29,-0.00
4952.94,0.00,-0.00,2735.32,-235.32
5298.34,1491.68,-0.00,1008.32,-0.00
5206.24,1031.20,-0.00,1468.80,-0.00
4558.67,0.00,-0.00,4706.63,-2206.63
