asset_prices,C|L|5000|60|5,C|S|5500|60|5,P|L|5500|60|5,P|S|5000|60|5
5744.19,3720.97,-1220.97,0.00,-0.00
4562.09,0.00,-0.00,4689.56,-2189.56
5266.97,1334.85,-0.00,1165.15,-0.00
5499.14,2495.68,-0.00,4.32,-0.00
5747.05,3735.24,-1235.24,0.00,-0.00
4518.44,0.00,-0.00,4907.80,-2407.80
5079.53,397.65,-0.00,2102.35,-0.00
4239.44,0.00,-0.00,6302.82,-3802.82
5044.71,223.54,-0.00,2276.46,-0.00
5000.24,1.21,-0.00,2498.79,-0.00
4812.49,0.00,-0.00,3437.53,-937.53
5133.00,665.02,-0.00,1834.98,-0.00
5103.05,515.27,-0.00,1984.73,-0.00
4509.14,0.00,-0.00,4954.31,-2454.31
4792.57,0.00,-0.00,3537.14,-1037.14
4862.45,0.00,-0.00,3187.77,-687.77
4777.34,0.00,-0.00,3613.32,-1113.32
4971.64,0.00,-0.00,2641.80,-141.80
4540.67,0.00,-0.00,4796.67,-2296.67
5216.31,1081.53,-0.00,1418.47,-0.00
5097.39,486.95,-0.00,2013.05,-0.00
5101.12,505.59,-0.00,1994.41,-0.00
4847.30,0.00,-0.00,3263.51,-763.51
5279.75,1398.73,-0.00,1101.27,-0.00
4952.46,0.00,-0.00,2737.69,-237.69
4849.75,0.00,-0.00,3251.27,-751.27
5181.66,908.32,-0.00,1591.68,-0.00
5151.41,757.05,-0.00,1742.95,-0.00
4842.56,0.00,-0.00,3287.21,-787.21
4628.72,0.00,-0.00,4356.42,-1856.42
4677.49,0.00,-0.00,4112.53,-1612.53
5164.59,822.94,-0.00,1677.06,-0.00
5171.36,856.81,-0.00,1643.19,-0.00
4539.33,0.00,-0.00,4803.36,-2303.36
5383.61,1918.07,-0.00,581.93,-0.00
5136.45,682.26,-0.00,1817.74,-0.00
5483.52,2417.58,-0.00,82.42,-0.00
5294.85,1474.23,-0.00,1025.77,-0.00
5154.75,773.75,-0.00,1726.25,-0.00
5006.87,34.36,-0.00,2465.64,-0.00
4848.41,0.00,-0.00,3257.97,-757.97
4578.05,0.00,-0.00,4609.75,-2109.75
5172.01,860.05,-0.00,1639.95,-0.00
4812.87,0.00,-0.00,3435.63,-935.63
4980.75,0.00,-0.00,2596.27,-96.27
5432.89,2164.47,-0.00,335.53,-0.00
5013.80,68.99,-0.00,2431.01,-0.00
5370.51,1852.57,-0.00,647.43,-0.00
4919.83,0.00,-0.00,2900.85,-400.85
5338.65,1693.23,-0.00,806.77,-0.00
5910.12,4550.61,-2050.61,0.00,-0.00
5911.77,4558.83,-2058.83,0.00,-0.00
5286.01,1430.05,-0.00,1069.95,-0.00
4948.87,0.00,-0.00,2755.65,-255.65
4623.07,0.00,-0.00,4384.67,-1884.67
4402.47,0.00,-0.00,5487.65,-2987.65
4663.01,0.00,-0.00,4184.95,-1684.95
5362.00,1810.02,-0.00,689.98,-0.00
4460.85,0.00,-0.00,5195.75,-2695.75
4137.60,0.00,-0.00,6812.02,-4312.02
5142.87,714.33,-0.00,1785.67,-0.00
4124.10,0.00,-0.00,6879.48,-4379.48
5263.80,1319.02,-0.00,1180.98,-0.00
5014.81,74.07,-0.00,2425.93,-0.00
4961.20,0.00,-0.00,2694.02,-194.02
4900.00,0.00,-0.00,3000.00,-500.00
5424.37,2121.85,-0.00,378.15,-0.00
5238.93,1194.63,-0.00,1305.37,-0.00
5271.39,1356.96,-0.00,1143.04,-0.00
5257.03,1285.13,-0.00,1214.87,-0.00
5577.92,2889.58,-389.58,0.00,-0.00
5638.12,3190.58,-690.58,0.00,-0.00
6347.29,6736.46,-4236.46,0.00,-0.00
4705.20,0.00,-0.00,3973.99,-1473.99
5084.59,422.97,-0.00,2077.03,-0.00
5019.91,99.53,-0.00,2400.47,-0.00
5778.96,3894.82,-1394.82,0.00,-0.00
5251.89,1259.43,-0.00,1240.57,-0.00
4557.62,0.00,-0.00,4711.90,-2211.90
5254.62,1273.09,-0.00,1226.91,-0.00
5561.71,2808.57,-308.57,0.00,-0.00
4086.28,0.00,-0.00,7068.61,-4568.61
5317.11,1585.56,-0.00,914.44,-0.00
5006.46,32.29,-0.00,2467.71,-0.00
4860.94,0.00,-0.00,3195.28,-695.28
4862.14,0.00,-0.00,3189.32,-689.32
5340.97,1704.85,-0.00,795.15,-0.00
4690.53,0.00,-0.00,4047.37,-1547.37
5776.81,3884.07,-1384.07,0.00,-0.00
4593.69,0.00,-0.00,4531.55,-2031.55
5095.06,475.28,-0.00,2024.72,-0.00
5314.24,1571.22,-0.00,928.78,-0.00
5187.08,935.40,-0.00,1564.60,-0.00
5066.85,334.25,-0.00,2165.75,-0.00
5202.52,1012.61,-0.00,1487.39,-0.00
5814.42,4072.10,-1572.10,0.00,-0.00
5062.17,310.85,-0.00,2189.15,-0.00
5646.50,3232.51,-732.51,0.00,-0.00
4763.49,0.00,-0.00,3682.54,-1182.54
4445.31,0.00,-0.00,5273.45,-2773.45
4981.43,0.00,-0.00,2592.83,-92.83
5196.45,982.25,-0.00,1517.75,-0.00
5745.57,3727.87,-1227.87,0.00,-0.00
4818.28,0.00,-0.00,3408.59,-908.59
4854.53,0.00,-0.00,3227.37,-727.37
5308.93,1544.66,-0.00,955.34,-0.00
4874.55,0.00,-0.00,3127.24,-627.24
4852.35,0.00,-0.00,3238.26,-738.26
5014.41,72.03,-0.00,2427.97,-0.00
4812.03,0.00,-0.00,3439.87,-939.87
5561.73,2808.66,-308.66,0.00,-0.00
5103.90,519.48,-0.00,1980.52,-0.00
5140.61,703.06,-0.00,1796.94,-0.00
4929.72,0.00,-0.00,2851.38,-351.38
5110.87,554.33,-0.00,1945.67,-0.00
5511.29,2556.43,-56.43,0.00,-0.00
4985.91,0.00,-0.00,2570.44,-70.44
5055.72,278.60,-0.00,2221.40,-0.00
4690.15,0.00,-0.00,4049.27,-1549.27
5349.73,1748.67,-0.00,751.33,-0.00
5735.23,3676.16,-1176.16,0.00,-0.00
4887.40,0.00,-0.00,3062.99,-562.99
5006.02,30.11,-0.00,2469.89,-0.00
5137.49,687.44,-0.00,1812.56,-0.00
5409.13,2045.64,-0.00,454.36,-0.00
5259.23,1296.17,-0.00,1203.83,-0.00
5256.61,1283.07,-0.00,1216.93,-0.00
4747.97,0.00,-0.00,3760.14,-1260.14
4923.57,0.00,-0.00,2882.13,-382.13
5874.05,4370.27,-1870.27,0.00,-0.00
5096.07,480.37,-0.00,2019.63,-0.00
5791.65,3958.24,-1458.24,0.00,-0.00
4782.18,0.00,-0.00,3589.09,-1089.09
4974.45,0.00,-0.00,2627.76,-127.76
5242.75,1213.76,-0.00,1286.24,-0.00
5034.88,174.42,-0.00,2325.58,-0.00
5584.61,2923.07,-423.07,0.00,-0.00
4555.65,0.00,-0.00,4721.76,-2221.76
4714.77,0.00,-0.00,3926.17,-1426.17
5078.11,390.55,-0.00,2109.45,-0.00
4904.89,0.00,-0.00,2975.56,-475.56
5552.35,2761.77,-261.77,0.00,-0.00
5022.69,113.43,-0.00,2386.57,-0.00
5451.82,2259.08,-0.00,240.92,-0.00
4778.85,0.00,-0.00,3605.75,-1105.75
4954.28,0.00,-0.00,2728.61,-228.61
5315.95,1579.76,-0.00,920.24,-0.00
4647.42,0.00,-0.00,4262.90,-1762.90
4389.54,0.00,-0.00,5552.32,-3052.32
5068.86,344.32,-0.00,2155.68,-0.00
4671.80,0.00,-0.00,4141.02,-1641.02
5165.49,827.47,-0.00,1672.53,-0.00
4447.50,0.00,-0.00,5262.51,-2762.51
4704.14,0.00,-0.00,3979.31,-1479.31
5060.11,300.53,-0.00,2199.47,-0.00
4916.16,0.00,-0.00,2919.20,-419.20
5064.48,322.39,-0.00,2177.61,-0.00
4990.95,0.00,-0.00,2545.25,-45.25
5113.49,567.44,-0.00,1932.56,-0.00
4822.88,0.00,-0.00,3385.60,-885.60
5314.57,1572.85,-0.00,927.15,-0.00
5028.94,144.72,-0.00,2355.28,-0.00
4735.85,0.00,-0.00,3820.75,-1320.75
5551.89,2759.47,-259.47,0.00,-0.00
4334.04,0.00,-0.00,5829.78,-3329.78
4401.27,0.00,-0.00,5493.66,-2993.66
4381.91,0.00,-0.00,5590.43,-3090.43
5164.51,822.57,-0.00,1677.43,-0.00
4991.15,0.00,-0.00,2544.25,-44.25
5464.36,2321.82,-0.00,178.18,-0.00
4918.85,0.00,-0.00,2905.74,-405.74
4676.74,0.00,-0.00,4116.30,-1616.30
4905.78,0.00,-0.00,2971.08,-471.08
5273.77,1368.83,-0.00,1131.17,-0.00
4793.66,0.00,-0.00,3531.68,-1031.68
5129.17,645.86,-0.00,1854.14,-0.00
5280.10,1400.49,-0.00,1099.51,-0.00
5008.47,42.37,-0.00,2457.63,-0.00
5385.22,1926.12,-0.00,573.88,-0.00
5110.38,551.89,-0.00,1948.11,-0.00
5136.49,682.45,-0.00,1817.55,-0.00
5667.56,3337.81,-837.81,0.00,-0.00
4870.23,0.00,-0.00,3148.85,-648.85
5364.61,1823.07,-0.00,676.93,-0.00
5476.86,2384.28,-0.00,115.72,-0.00
6261.17,6305.85,-3805.85,0.00,-0.00
4996.65,0.00,-0.00,2516.74,-16.74
4866.93,0.00,-0.00,3165.36,-665.36
4265.19,0.00,-0.00,6174.07,-3674.07
4822.29,0.00,-0.00,3388.56,-888.56
4701.39,0.00,-0.00,3993.05,-1493.05
4646.92,0.00,-0.00,4265.39,-1765.39
4779.59,0.00,-0.00,3602.06,-1102.06
5687.93,3439.63,-939.63,0.00,-0.00
5116.14,580.70,-0.00,1919.30,-0.00
4629.91,0.00,-0.00,4350.46,-1850.46
5312.85,1564.25,-0.00,935.75,-0.00
4830.54,0.00,-0.00,3347.31,-847.31
5914.21,4571.03,-2071.03,0.00,-0.00
5144.30,721.48,-0.00,1778.52,-0.00
5157.75,788.75,-0.00,1711.25,-0.00
5620.21,3101.04,-601.04,0.00,-0.00
4892.31,0.00,-0.00,3038.46,-538.46
5034.56,172.78,-0.00,2327.22,-0.00
5366.05,1830.26,-0.00,669.74,-0.00
5056.16,280.78,-0.00,2219.22,-0.00
5552.96,2764.81,-264.81,0.00,-0.00
4930.87,0.00,-0.00,2845.66,-345.66
4918.81,0.00,-0.00,2905.97,-405.97
5121.96,609.81,-0.00,1890.19,-0.00
4943.31,0.00,-0.00,2783.44,-283.44
5678.99,3394.94,-894.94,0.00,-0.00
4831.92,0.00,-0.00,3340.41,-840.41
5181.11,905.56,-0.00,1594.44,-0.00
4804.69,0.00,-0.00,3476.53,-976.53
5747.64,3738.21,-1238.21,0.00,-0.00
4553.45,0.00,-0.00,4732.73,-2232.73
5113.06,565.30,-0.00,1934.70,-0.00
4978.55,0.00,-0.00,2607.27,-107.27
4665.46,0.00,-0.00,4172.71,-1672.71
4974.32,0.00,-0.00,2628.38,-128.38
5298.51,1492.53,-0.00,1007.47,-0.00
5223.29,1116.46,-0.00,1383.54,-0.00
5009.97,49.87,-0.00,2450.13,-0.00
5005.96,29.78,-0.00,2470.22,-0.00
5186.37,931.87,-0.00,1568.13,-0.00
4821.26,0.00,-0.00,3393.69,-893.69
5157.58,787.91,-0.00,1712.09,-0.00
4873.57,0.00,-0.00,3132.17,-632.17
5347.16,1735.78,-0.00,764.22,-0.00
4823.12,0.00,-0.00,3384.39,-884.39
5946.14,4730.70,-2230.70,0.00,-0.00
4828.58,0.00,-0.00,3357.08,-857.08
4834.24,0.00,-0.00,3328.82,-828.82
5687.83,3439.14,-939.14,0.00,-0.00
5040.65,203.23,-0.00,2296.77,-0.00
4923.13,0.00,-0.00,2884.35,-384.35
4922.80,0.00,-0.00,2886.00,-386.00
5468.07,2340.37,-0.00,159.63,-0.00
5240.77,1203.84,-0.00,1296.16,-0.00
5143.82,719.12,-0.00,1780.88,-0.00
4003.28,0.00,-0.00,7483.58,-4983.58
4816.49,0.00,-0.00,3417.53,-917.53
4534.00,0.00,-0.00,4830.01,-2330.01
5457.70,2288.49,-0.00,211.51,-0.00
4790.81,0.00,-0.00,3545.95,-1045.95
5687.59,3437.96,-937.96,0.00,-0.00
4771.56,0.00,-0.00,3642.21,-1142.21
4355.16,0.00,-0.00,5724.18,-3224.18
5039.89,199.45,-0.00,2300.55,-0.00
5076.53,382.64,-0.00,2117.36,-0.00
4916.99,0.00,-0.00,2915.05,-415.05
5284.48,1422.40,-0.00,1077.60,-0.00
4649.81,0.00,-0.00,4250.96,-1750.96
5170.63,853.17,-0.00,1646.83,-0.00
4845.99,0.00,-0.00,3270.05,-770.05
5256.04,1280.22,-0.00,1219.78,-0.00
5912.52,4562.58,-2062.58,0.00,-0.00
5303.08,1515.41,-0.00,984.59,-0.00
4229.14,0.00,-0.00,6354.28,-3854.28
5177.54,887.70,-0.00,1612.30,-0.00
4488.51,0.00,-0.00,5057.43,-2557.43
4748.41,0.00,-0.00,3757.97,-1257.97
4594.47,0.00,-0.00,4527.64,-2027.64
5460.62,2303.10,-0.00,196.90,-0.00
5324.04,1620.22,-0.00,879.78,-0.00
4723.19,0.00,-0.00,3884.05,-1384.05
5056.08,280.42,-0.00,2219.58,-0.00
5218.26,1091.31,-0.00,1408.69,-0.00
6529.62,7648.09,-5148.09,0.00,-0.00
4790.61,0.00,-0.00,3546.96,-1046.96
4974.22,0.00,-0.00,2628.90,-128.90
4816.92,0.00,-0.00,3415.42,-915.42
5756.18,3780.90,-1280.90,0.00,-0.00
5923.62,4618.12,-2118.12,0.00,-0.00
4919.05,0.00,-0.00,2904.75,-404.75
5365.66,1828.31,-0.00,671.69,-0.00
5245.74,1228.69,-0.00,1271.31,-0.00
5430.07,2150.34,-0.00,349.66,-0.00
4692.06,0.00,-0.00,4039.68,-1539.68
5040.00,199.99,-0.00,2300.01,-0.00
5728.67,3643.37,-1143.37,0.00,-0.00
5749.87,3749.35,-1249.35,0.00,-0.00
4862.98,0.00,-0.00,3185.10,-685.10
4600.10,0.00,-0.00,4499.50,-1999.50
4921.20,0.00,-0.00,2894.00,-394.00
5038.23,191.17,-0.00,2308.83,-0.00
5208.54,1042.71,-0.00,1457.29,-0.00
4811.57,0.00,-0.00,3442.17,-942.17
5048.82,244.12,-0.00,2255.88,-0.00
4663.62,0.00,-0.00,4181.88,-1681.88
5115.84,579.22,-0.00,1920.78,-0.00
5206.38,1031.91,-0.00,1468.09,-0.00
4625.73,0.00,-0.00,4371.34,-1871.34
5280.21,1401.06,-0.00,1098.94,-0.00
5164.46,822.29,-0.00,1677.71,-0.00
4946.41,0.00,-0.00,2767.94,-267.94
5056.56,282.79,-0.00,2217.21,-0.00
5356.34,1781.71,-0.00,718.29,-0.00
4126.93,0.00,-0.00,6865.34,-4365.34
4660.52,0.00,-0.00,4197.40,-1697.40
5007.75,38.73,-0.00,2461.27,-0.00
4735.69,0.00,-0.00,3821.54,-1321.54
4724.87,0.00,-0.00,3875.66,-1375.66
4714.57,0.00,-0.00,3927.15,-1427.15
5070.17,350.86,-0.00,2149.14,-0.00
4932.97,0.00,-0.00,2835.15,-335.15
4196.12,0.00,-0.00,6519.42,-4019.42
4986.07,0.00,-0.00,2569.67,-69.67
6001.34,5006.71,-2506.71,0.00,-0.00
5019.19,95.95,-0.00,2404.05,-0.00
4655.02,0.00,-0.00,4224.91,-1724.91
4702.75,0.00,-0.00,3986.25,-1486.25
4921.67,0.00,-0.00,2891.63,-391.63
4485.58,0.00,-0.00,5072.12,-2572.12
4588.32,0.00,-0.00,4558.39,-2058.39
5249.78,1248.91,-0.00,1251.09,-0.00
4609.20,0.00,-0.00,4453.99,-1953.99
5128.81,644.06,-0.00,1855.94,-0.00
5461.35,2306.74,-0.00,193.26,-0.00
4474.65,0.00,-0.00,5126.74,-2626.74
5500.03,2500.15,-0.15,0.00,-0.00
4823.27,0.00,-0.00,3383.64,-883.64
5255.31,1276.53,-0.00,1223.47,-0.00
5124.31,621.54,-0.00,1878.46,-0.00
4985.80,0.00,-0.00,2571.00,-71.00
4901.97,0.00,-0.00,2990.17,-490.17
5652.06,3260.30,-760.30,0.00,-0.00
4297.41,0.00,-0.00,6012.97,-3512.97
5600.43,3002.17,-502.17,0.00,-0.00
5320.57,1602.86,-0.00,897.14,-0.00
4415.65,0.00,-0.00,5421.73,-2921.73
4659.19,0.00,-0.00,4204.06,-1704.06
5255.64,1278.19,-0.00,1221.81,-0.00
5869.74,4348.72,-1848.72,0.00,-0.00
4939.37,0.00,-0.00,2803.16,-303.16
4409.84,0.00,-0.00,5450.78,-2950.78
4912.58,0.00,-0.00,2937.08,-437.08
5216.45,1082.27,-0.00,1417.73,-0.00
5307.33,1536.65,-0.00,963.35,-0.00
5293.63,1468.13,-0.00,1031.87,-0.00
5191.09,955.43,-0.00,1544.57,-0.00
5152.49,762.47,-0.00,1737.53,-0.00
4823.46,0.00,-0.00,3382.72,-882.72
5059.98,299.90,-0.00,2200.10,-0.00
5027.93,139.63,-0.00,2360.37,-0.00
5828.26,4141.30,-1641.30,0.00,-0.00
4575.35,0.00,-0.00,4623.26,-2123.26
5741.42,3707.08,-1207.08,0.00,-0.00
5056.76,283.81,-0.00,2216.19,-0.00
5020.10,100.51,-0.00,2399.49,-0.00
5181.38,906.89,-0.00,1593.11,-0.00
4940.02,0.00,-0.00,2799.89,-299.89
4735.41,0.00,-0.00,3822.97,-1322.97
4405.24,0.00,-0.00,5473.79,-2973.79
5195.28,976.39,-0.00,1523.61,-0.00
4540.34,0.00,-0.00,4798.30,-2298.30
4787.52,0.00,-0.00,3562.39,-1062.39
5479.82,2399.12,-0.00,100.88,-0.00
5847.16,4235.79,-1735.79,0.00,-0.00
4681.67,0.00,-0.00,4091.66,-1591.66
4972.97,0.00,-0.00,2635.15,-135.15
4524.50,0.00,-0.00,4877.48,-2377.48
5262.96,1314.81,-0.00,1185.19,-0.00
5551.17,2755.85,-255.85,0.00,-0.00
4772.68,0.00,-0.00,3636.60,-1136.60
5383.17,1915.84,-0.00,584.16,-0.00
4736.29,0.00,-0.00,3818.56,-1318.56
5475.41,2377.07,-0.00,122.93,-0.00
4873.66,0.00,-0.00,3131.70,-631.70
4303.82,0.00,-0.00,5980.88,-3480.88
5988.91,4944.53,-2444.53,0.00,-0.00
4483.77,0.00,-0.00,5081.13,-2581.13
5942.79,4713.96,-2213.96,0.00,-0.00
4400.47,0.00,-0.00,5497.65,-2997.65
4393.28,0.00,-0.00,5533.61,-3033.61
5157.36,786.81,-0.00,1713.19,-0.00
5139.67,698.35,-0.00,1801.65,-0.00
4481.56,0.00,-0.00,5092.18,-2592.18
4743.23,0.00,-0.00,3783.87,-1283.87
5568.31,2841.56,-341.56,0.00,-0.00
5229.48,1147.42,-0.00,1352.58,-0.00
5398.37,1991.83,-0.00,508.17,-0.00
5142.64,713.22,-0.00,1786.78,-0.00
4676.95,0.00,-0.00,4115.25,-1615.25
5430.36,2151.81,-0.00,348.19,-0.00
4368.93,0.00,-0.00,5655.35,-3155.35
5084.06,420.28,-0.00,2079.72,-0.00
4903.73,0.00,-0.00,2981.33,-481.33
4919.56,0.00,-0.00,2902.19,-402.19
5302.45,1512.24,-0.00,987.76,-0.00
5428.21,2141.06,-0.00,358.94,-0.00
4364.38,0.00,-0.00,5678.08,-3178.08
4407.25,0.00,-0.00,5463.74,-2963.74
4990.25,0.00,-0.00,2548.76,-48.76
4477.42,0.00,-0.00,5112.91,-2612.91
4194.89,0.00,-0.00,6525.54,-4025.54
4576.12,0.00,-0.00,4619.40,-2119.40
5046.90,234.48,-0.00,2265.52,-0.00
4399.84,0.00,-0.00,5500.78,-3000.78
5573.70,2868.51,-368.51,0.00,-0.00
4523.43,0.00,-0.00,4882.84,-2382.84
4725.70,0.00,-0.00,3871.52,-1371.52
5270.38,1351.89,-0.00,1148.11,-0.00
4992.43,0.00,-0.00,2537.83,-37.83
5374.47,1872.35,-0.00,627.65,-0.00
4737.80,0.00,-0.00,3811.02,-1311.02
4803.88,0.00,-0.00,3480.59,-980.59
4777.71,0.00,-0.00,3611.45,-1111.45
4274.64,0.00,-0.00,6126.81,-3626.81
4603.81,0.00,-0.00,4480.97,-1980.97
4799.31,0.00,-0.00,3503.44,-1003.44
4578.17,0.00,-0.00,4609.17,-2109.17
5478.16,2390.81,-0.00,109.19,-0.00
4975.14,0.00,-0.00,2624.30,-124.30
5055.77,278.87,-0.00,2221.13,-0.00
4485.19,0.00,-0.00,5074.07,-2574.07
4863.32,0.00,-0.00,3183.38,-683.38
4755.44,0.00,-0.00,3722.82,-1222.82
4768.28,0.00,-0.00,3658.60,-1158.60
4933.79,0.00,-0.00,2831.03,-331.03
5675.33,3376.63,-876.63,0.00,-0.00
5190.06,950.31,-0.00,1549.69,-0.00
4399.09,0.00,-0.00,5504.53,-3004.53
4988.01,0.00,-0.00,2559.94,-59.94
4791.52,0.00,-0.00,3542.40,-1042.40
5461.87,2309.37,-0.00,190.63,-0.00
4819.56,0.00,-0.00,3402.19,-902.19
5371.88,1859.42,-0.00,640.58,-0.00
4482.95,0.00,-0.00,5085.24,-2585.24
5020.52,102.58,-0.00,2397.42,-0.00
4951.64,0.00,-0.00,2741.82,-241.82
4542.98,0.00,-0.00,4785.08,-2285.08
5258.81,1294.05,-0.00,1205.95,-0.00
4929.57,0.00,-0.00,2852.14,-352.14
4721.73,0.00,-0.00,3891.33,-1391.33
4476.49,0.00,-0.00,5117.55,-2617.55
5148.66,743.30,-0.00,1756.70,-0.00
5127.73,638.67,-0.00,1861.33,-0.00
4988.77,0.00,-0.00,2556.17,-56.17
5318.68,1593.39,-0.00,906.61,-0.00
5565.56,2827.78,-327.78,0.00,-0.00
5050.15,250.75,-0.00,2249.25,-0.00
4969.21,0.00,-0.00,2653.95,-153.95
4708.11,0.00,-0.00,3959.44,-1459.44
5732.43,3662.16,-1162.16,0.00,-0.00
5721.81,3609.07,-1109.07,0.00,-0.00
4584.58,0.00,-0.00,4577.11,-2077.11
4796.27,0.00,-0.00,3518.63,-1018.63
4735.16,0.00,-0.00,3824.18,-1324.18
5455.24,2276.22,-0.00,223.78,-0.00
4932.19,0.00,-0.00,2839.05,-339.05
5365.58,1827.92,-0.00,672.08,-0.00
5018.51,92.55,-0.00,2407.45,-0.00
4752.10,0.00,-0.00,3739.49,-1239.49
5764.38,3821.88,-1321.88,0.00,-0.00
5921.68,4608.41,-2108.41,0.00,-0.00
4530.27,0.00,-0.00,4848.67,-2348.67
5913.38,4566.91,-2066.91,0.00,-0.00
5123.15,615.73,-0.00,1884.27,-0.00
4800.00,0.00,-0.00,3499.98,-999.98
5364.24,1821.19,-0.00,678.81,-0.00
4608.31,0.00,-0.00,4458.46,-1958.46
4889.92,0.00,-0.00,3050.41,-550.41
5741.99,3709.93,-1209.93,0.00,-0.00
4860.55,0.00,-0.00,3197.26,-697.26
5145.51,727.55,-0.00,1772.45,-0.00
4945.34,0.00,-0.00,2773.32,-273.32
5395.16,1975.80,-0.00,524.20,-0.00
4590.34,0.00,-0.00,4548.32,-2048.32
4958.51,0.00,-0.00,2707.46,-207.46
4566.47,0.00,-0.00,4667.67,-2167.67
5360.75,1803.77,-0.00,696.23,-0.00
5459.80,2298.98,-0.00,201.02,-0.00
4527.51,0.00,-0.00,4862.44,-2362.44
4770.74,0.00,-0.00,3646.31,-1146.31
5058.86,294.28,-0.00,2205.72,-0.00
5275.50,1377.50,-0.00,1122.50,-0.00
6132.37,5661.85,-3161.85,0.00,-0.00
5395.53,1977.63,-0.00,522.37,-0.00
4848.80,0.00,-0.00,3256.02,-756.02
4935.51,0.00,-0.00,2822.43,-322.43
5355.11,1775.54,-0.00,724.46,-0.00
5268.69,1343.47,-0.00,1156.53,-0.00
4803.14,0.00,-0.00,3484.32,-984.32
4689.38,0.00,-0.00,4053.09,-1553.09
5239.75,1198.76,-0.00,1301.24,-0.00
5374.45,1872.24,-0.00,627.76,-0.00
4929.00,0.00,-0.00,2855.02,-355.02
4468.43,0.00,-0.00,5157.87,-2657.87
5467.74,2338.68,-0.00,161.32,-0.00
4272.75,0.00,-0.00,6136.23,-3636.23
5514.62,2573.12,-73.12,0.00,-0.00
5153.58,767.89,-0.00,1732.11,-0.00
5227.12,1135.62,-0.00,1364.38,-0.00
5194.45,972.23,-0.00,1527.77,-0.00
5816.88,4084.38,-1584.38,0.00,-0.00
5082.64,413.19,-0.00,2086.81,-0.00
5676.69,3383.46,-883.46,0.00,-0.00
4624.00,0.00,-0.00,4380.01,-1880.01
4345.03,0.00,-0.00,5774.84,-3274.84
5304.81,1524.07,-0.00,975.93,-0.00
5098.66,493.31,-0.00,2006.69,-0.00
5213.32,1066.62,-0.00,1433.38,-0.00
6174.82,5874.09,-3374.09,0.00,-0.00
4709.05,0.00,-0.00,3954.73,-1454.73
4696.25,0.00,-0.00,4018.73,-1518.73
5278.60,1393.02,-0.00,1106.98,-0.00
5412.87,2064.35,-0.00,435.65,-0.00
4936.99,0.00,-0.00,2815.04,-315.04
4403.45,0.00,-0.00,5482.76,-2982.76
5057.97,289.83,-0.00,2210.17,-0.00
4978.74,0.00,-0.00,2606.31,-106.31
5262.88,1314.42,-0.00,1185.58,-0.00
5090.37,451.87,-0.00,2048.13,-0.00
5320.01,1600.05,-0.00,899.95,-0.00
5688.22,3441.09,-941.09,0.00,-0.00
5316.20,1580.98,-0.00,919.02,-0.00
4725.02,0.00,-0.00,3874.88,-1374.88
5333.12,1665.60,-0.00,834.40,-0.00
4603.74,0.00,-0.00,4481.28,-1981.28
4914.56,0.00,-0.00,2927.22,-427.22
5318.91,1594.53,-0.00,905.47,-0.00
5583.50,2917.51,-417.51,0.00,-0.00
5162.71,813.54,-0.00,1686.46,-0.00
5173.81,869.05,-0.00,1630.95,-0.00
5339.05,1695.23,-0.00,804.77,-0.00
5630.83,3154.17,-654.17,0.00,-0.00
5088.68,443.42,-0.00,2056.58,-0.00
4950.03,0.00,-0.00,2749.85,-249.85
5437.70,2188.52,-0.00,311.48,-0.00
5371.38,1856.89,-0.00,643.11,-0.00
5265.97,1329.83,-0.00,1170.17,-0.00
5476.22,2381.09,-0.00,118.91,-0.00
5717.78,3588.92,-1088.92,0.00,-0.00
5285.80,1429.00,-0.00,1071.00,-0.00
5053.35,266.74,-0.00,2233.26,-0.00
5267.13,1335.65,-0.00,1164.35,-0.00
6037.71,5188.57,-2688.57,0.00,-0.00
5165.49,827.44,-0.00,1672.56,-0.00
4731.68,0.00,-0.00,3841.59,-1341.59
4923.90,0.00,-0.00,2880.50,-380.50
4387.02,0.00,-0.00,5564.91,-3064.91
5325.77,1628.83,-0.00,871.17,-0.00
4550.58,0.00,-0.00,4747.10,-2247.10
5026.33,131.64,-0.00,2368.36,-0.00
5903.58,4517.92,-2017.92,0.00,-0.00
5184.48,922.41,-0.00,1577.59,-0.00
4512.02,0.00,-0.00,4939.92,-2439.92
5106.60,533.00,-0.00,1967.00,-0.00
4899.96,0.00,-0.00,3000.19,-500.19
4122.18,0.00,-0.00,6889.11,-4389.11
4592.66,0.00,-0.00,4536.71,-2036.71
5693.66,3468.32,-968.32,0.00,-0.00
5241.84,1209.21,-0.00,1290.79,-0.00
5357.11,1785.57,-0.00,714.43,-0.00
4920.05,0.00,-0.00,2899.77,-399.77
5260.20,1301.00,-0.00,1199.00,-0.00
4836.34,0.00,-0.00,3318.32,-818.32
5524.87,2624.34,-124.34,0.00,-0.00
4947.55,0.00,-0.00,2762.25,-262.25
6355.84,6779.20,-4279.20,0.00,-0.00
4563.42,0.00,-0.00,4682.92,-2182.92
5434.06,2170.29,-0.00,329.71,-0.00
5444.03,2220.13,-0.00,279.87,-0.00
5510.75,2553.73,-53.73,0.00,-0.00
5413.25,2066.26,-0.00,433.74,-0.00
5123.36,616.80,-0.00,1883.20,-0.00
5388.05,1940.26,-0.00,559.74,-0.00
5351.42,1757.12,-0.00,742.88,-0.00
5187.18,935.90,-0.00,1564.10,-0.00
